Filename,Category,Kind,N_Features,N_Features_in_Policies_Complete,N_Features_in_Policies_Failed,N_Configurations,Z3_Policies_Evaluated,Z3_Alerts,AST_Alerts,Is_Match,T_Z3_ms,T_AST_ms,False_Positives_AST,False_Negatives_AST,Error_Mapping
restrictedvolumes0217.yaml,tiny,Pod,15,481,187,7,49,13,13,True,177130.72,189.4,[],[],
hostnamespaces1823.yaml,tiny,Pod,14,481,191,1,49,14,14,True,177124.74,207.92,[],[],
prometheus-service41.yaml,tiny,Service,19,13,2,40,6,1,1,True,27609.5,41.72,[],[],
todo-deployment-volume.yaml,tiny,Deployment,34,422,176,1,26,7,7,True,97102.89,113.04,[],[],
manager_auth_proxy_patch69.yaml,tiny,Deployment,28,422,127,19,26,6,6,True,97607.13,106.31,[],[],
pod-bad172_7.yaml,tiny,Pod,28,481,137,1,49,12,12,True,177159.16,183.66,[],[],
windowshostprocess0625.yaml,tiny,Pod,15,481,200,1,49,15,15,True,176568.23,205.58,[],[],
resource608_32.yaml,tiny,CronJob,22,420,184,2,25,8,8,True,93245.3,128.11,[],[],
pod-bad227_3.yaml,tiny,Pod,14,481,187,1,49,13,13,True,176968.67,185.73,[],[],
seccompprofile_baseline0842.yaml,tiny,Pod,15,481,187,1,49,13,13,True,177467.3,181.44,[],[],
keycloak-ingress1.yaml,tiny,Ingress,20,4,0,1,2,0,0,True,6981.95,26.14,[],[],
capabilities_baseline350.yaml,tiny,Pod,28,481,153,1,49,12,12,True,177568.67,180.35,[],[],
rbac2_4.yaml,tiny,RoleBinding,14,12,0,1,4,0,0,True,6987.85,31.15,[],[],
windowshostprocess0618.yaml,tiny,Pod,15,481,200,1,49,15,15,True,176891.41,218.93,[],[],
bookinfo_13.yaml,tiny,Deployment,35,422,178,24,26,8,8,True,96576.41,114.94,[],[],
02-Nginx-App2-Deployment-and-NodePortService26_1.yaml,tiny,Service,18,13,4,1,6,2,2,True,27561.43,52.85,[],[],
pods97_3.yaml,tiny,Pod,19,481,187,9,49,13,13,True,177373.78,189.75,[],[],
wptest_1.yaml,tiny,PersistentVolumeClaim,15,7,3,2,2,1,1,True,13616.44,36.09,[],[],
deployment-multi-service_14.yaml,tiny,Deployment,29,422,178,8,26,8,8,True,96604.57,119.7,[],[],
capabilities_baseline1511.yaml,tiny,Pod,15,481,230,1,49,15,15,True,176855.87,246.62,[],[],
windowshostprocess0455.yaml,tiny,Pod,15,481,200,1,49,15,15,True,176488.11,211.89,[],[],
service1927.yaml,tiny,Service,19,13,4,2,6,2,2,True,27590.59,46.38,[],[],
mongodb-deployment17_1.yaml,tiny,Service,14,13,2,1,6,1,1,True,27562.5,39.39,[],[],
podcontroller-good232.yaml,tiny,Deployment,25,422,178,1,26,8,8,True,96682.19,119.71,[],[],
role_binding239.yaml,tiny,ClusterRoleBinding,16,12,0,6,4,0,0,True,7236.25,27.97,[],[],
resources44_3.yaml,tiny,ClusterRoleBinding,13,12,0,1,4,0,0,True,7019.59,28.1,[],[],
resource767_60.yaml,tiny,CronJob,21,420,176,1,25,7,7,True,93864.2,111.12,[],[],
frontend1.yaml,tiny,Service,16,13,2,1,6,1,1,True,27537.22,46.57,[],[],
deploy318_8.yaml,tiny,RoleBinding,17,12,0,5,4,0,0,True,7320.64,29.32,[],[],
cert-manager-1.13.1_31.yaml,tiny,ClusterRoleBinding,16,12,0,5,4,0,0,True,6973.71,28.42,[],[],
metrics-server128_4.yaml,tiny,ClusterRoleBinding,16,12,0,1,4,0,0,True,7033.85,29.88,[],[],
single_1.yaml,tiny,Service,16,13,2,1,6,1,1,True,27758.87,42.69,[],[],
privileged151.yaml,tiny,Pod,26,481,162,1,49,13,13,True,177188.3,190.42,[],[],
event-bus-depl25.yaml,tiny,Deployment,19,422,178,1,26,8,8,True,96884.12,134.67,[],[],
service3360_1.yaml,tiny,Service,16,13,2,1,6,1,1,True,27512.3,41.68,[],[],
pod-bad67_1.yaml,tiny,Pod,9,481,198,1,49,15,15,True,176650.14,202.82,[],[],
mvc-deployment.simple_1.yaml,tiny,Service,17,13,4,1,6,2,2,True,27271.1,43.6,[],[],
rbac294.yaml,tiny,ServiceAccount,4,7,0,1,3,0,0,True,7235.2,28.97,[],[],
hotel.yaml,tiny,Deployment,21,422,176,1,26,7,7,True,97134.56,112.57,[],[],
bad-pod-noregistry1.yaml,tiny,Pod,8,481,187,1,49,13,13,True,177131.42,181.42,[],[],
privileged1718.yaml,tiny,Pod,26,481,162,1,49,13,13,True,177301.52,181.26,[],[],
0-rbac4_1.yaml,tiny,ClusterRoleBinding,16,12,0,1,4,0,0,True,6973.26,29.17,[],[],
dify-mirror-deployment_11.yaml,tiny,Service,19,13,2,1,6,1,1,True,27489.44,41.74,[],[],
Pod-Service_4_2.yaml,tiny,Service,12,13,4,1,6,2,2,True,27469.02,46.6,[],[],
runasnonroot1511.yaml,tiny,Pod,17,481,162,1,49,12,12,True,177695.68,176.68,[],[],
hostnamespaces1453.yaml,tiny,Pod,12,481,191,1,49,14,14,True,177088.39,195.46,[],[],
leader_election_role_binding141.yaml,tiny,RoleBinding,16,12,0,6,4,0,0,True,6975.8,28.05,[],[],
manifest327_2.yaml,tiny,Service,17,13,4,3,6,2,2,True,27522.39,48.7,[],[],
components57_5.yaml,tiny,ClusterRoleBinding,16,12,0,1,4,0,0,True,6981.44,28.19,[],[],
typha-horizontal-autoscaler-clusterrolebinding5.yaml,tiny,ClusterRoleBinding,16,12,0,1,4,0,0,True,6956.3,29.89,[],[],
deployment2514.yaml,tiny,Deployment,36,422,153,4,26,7,7,True,97130.85,107.84,[],[],
slave-deployment2.yaml,tiny,Deployment,52,422,176,16,26,7,7,True,97123.59,109.44,[],[],
nonroot_nonpriv.yaml,tiny,Pod,13,481,185,1,49,12,12,True,177300.61,181.66,[],[],
podcontroller-resources22_3.yaml,tiny,CronJob,15,420,176,2,25,7,7,True,93499.52,109.98,[],[],
longhorn25_36.yaml,tiny,DaemonSet,54,423,210,10000,26,9,9,True,96547.93,132.8,[],[],
seccompprofile_baseline01601.yaml,tiny,Pod,15,481,187,1,49,13,13,True,177243.66,199.03,[],[],
podcontroller-good235_5.yaml,tiny,CronJob,19,420,176,2,25,7,7,True,93683.86,117.32,[],[],
pod-bad261_1.yaml,tiny,Pod,11,481,187,2,49,13,13,True,177329.46,190.06,[],[],
service3295.yaml,tiny,Service,17,13,2,1,6,1,1,True,27555.44,39.41,[],[],
selinuxoptions4624.yaml,tiny,Pod,14,481,187,1,49,13,13,True,177492.84,185.45,[],[],
sync8_4.yaml,tiny,ServiceAccount,5,7,0,1,3,0,0,True,7225.25,26.9,[],[],
result-server-deploy1.yaml,tiny,Deployment,39,422,178,64,26,8,8,True,97220.91,117.27,[],[],
leader_election_role_binding289.yaml,tiny,RoleBinding,16,12,0,6,4,0,0,True,6999.72,28.52,[],[],
cert_provisioner_role1.yaml,tiny,ServiceAccount,4,7,0,1,3,0,0,True,6982.52,28.25,[],[],
stateful4.yaml,tiny,StatefulSet,31,424,176,1,26,7,7,True,97323.74,109.91,[],[],
apparmorprofile01409.yaml,tiny,Pod,20,481,187,1,49,13,13,True,177783.15,181.01,[],[],
expanded-ingresses_11.yaml,tiny,Ingress,20,4,2,1,2,1,1,True,13631.3,39.24,[],[],
webcon1_1.yaml,tiny,Service,16,13,2,2,6,1,1,True,27580.52,38.72,[],[],
selinuxoptions3487.yaml,tiny,Pod,28,481,136,1,49,11,11,True,178377.11,181.4,[],[],
capabilities_baseline1793.yaml,tiny,Pod,15,481,230,1,49,15,15,True,177247.02,193.81,[],[],
backend-deployment-service.yaml,tiny,Deployment,28,422,178,4,26,8,8,True,97332.4,119.07,[],[],
nwdaf-service.yaml,tiny,Service,13,13,2,4,6,1,1,True,27910.82,39.07,[],[],
restrictedvolumes450.yaml,tiny,Pod,19,481,187,1,49,13,13,True,177956.84,183.91,[],[],
selinuxoptions2375.yaml,tiny,Pod,22,481,187,1,49,13,13,True,178249.08,180.78,[],[],
wgs-snakemake.yaml,tiny,Pod,37,481,199,16,49,16,16,True,177257.87,201.47,[],[],
dashboard6_9.yaml,tiny,RoleBinding,17,12,0,1,4,0,0,True,7017.56,30.45,[],[],
pod-good47_7.yaml,tiny,Pod,12,481,187,1,49,13,13,True,177827.84,181.54,[],[],
controller-nginx-ingress.1.10.1_14.yaml,tiny,Deployment,102,422,119,10000,26,6,6,True,101942.99,121.05,[],[],
hostports01268.yaml,tiny,Pod,14,481,213,1,49,15,15,True,178355.61,206.89,[],[],
calico43_23.yaml,tiny,ServiceAccount,5,7,0,1,3,0,0,True,7294.25,28.87,[],[],
allowprivilegeescalation015.yaml,tiny,Pod,26,481,162,1,49,13,13,True,180867.16,185.97,[],[],
hostnamespaces066.yaml,tiny,Pod,12,481,191,1,49,14,14,True,178221.59,190.73,[],[],
mysql-svc12.yaml,tiny,Service,17,13,2,1,6,1,1,True,27781.97,39.93,[],[],
manager_auth_proxy_patch20.yaml,tiny,Deployment,28,422,127,19,26,6,6,True,98064.56,103.91,[],[],
hostpathvolumes0345.yaml,tiny,Pod,13,481,187,2,49,13,13,True,178328.39,189.77,[],[],
web_stateful_1.yaml,tiny,StatefulSet,35,424,176,1,26,7,7,True,97936.01,113.09,[],[],
sysctls030.yaml,tiny,Pod,15,481,187,1,49,13,13,True,178557.65,193.07,[],[],
prometheusAdapter-clusterRoleBinding4.yaml,tiny,ClusterRoleBinding,17,12,0,4,4,0,0,True,7066.44,29.81,[],[],
4-haproxy-fan-out.yaml,tiny,Ingress,25,4,4,2,2,2,2,True,13392.59,43.76,[],[],
restrictedvolumes1788.yaml,tiny,Pod,23,481,187,1,49,13,13,True,178103.52,189.06,[],[],
secret786.yaml,tiny,Secret,6,14,0,1,4,0,0,True,7029.91,30.49,[],[],
windowshostprocess1332.yaml,tiny,Pod,18,481,195,1,49,15,15,True,177811.65,197.83,[],[],
capabilities_baseline3302.yaml,tiny,Pod,17,481,204,1,49,14,14,True,178163.4,196.72,[],[],
resources58_4.yaml,tiny,Ingress,16,4,2,1,2,1,1,True,13714.19,40.15,[],[],
selinuxoptions2387.yaml,tiny,Pod,16,481,187,1,49,13,13,True,178480.32,184.44,[],[],
procmount1364.yaml,tiny,Pod,18,481,217,1,49,15,15,True,177653.91,213.53,[],[],
resource462_25.yaml,tiny,Deployment,19,422,178,1,26,8,8,True,97610.34,123.2,[],[],
deployment-patch3.yaml,tiny,Deployment,12,422,178,1,26,8,8,True,97507.8,133.05,[],[],
nginx-sample_1.yaml,tiny,Secret,7,14,0,2,4,0,0,True,7039.57,28.47,[],[],
request-and-limit1.yaml,tiny,Pod,15,481,187,8,49,13,13,True,178438.59,181.63,[],[],
hostports0599.yaml,tiny,Pod,15,481,187,1,49,13,13,True,178591.77,187.95,[],[],
seccompprofile_restricted230.yaml,tiny,Pod,26,481,136,1,49,11,11,True,178945.86,174.8,[],[],
pod-good162_15.yaml,tiny,Pod,14,481,187,1,49,13,13,True,178483.9,192.53,[],[],
pod-good4.yaml,tiny,Pod,8,481,187,2,49,13,13,True,178597.73,191.44,[],[],
ingress1644.yaml,tiny,Ingress,14,4,0,2,2,0,0,True,7318.38,25.96,[],[],
client-cluster-ip-service1.yaml,tiny,Service,14,13,2,1,6,1,1,True,27730.16,42.97,[],[],
payment-deployment-fix.yaml,tiny,Deployment,36,422,178,32,26,8,8,True,97735.56,128.05,[],[],
restrictedvolumes17135.yaml,tiny,Pod,23,481,187,1,49,13,13,True,178558.31,184.34,[],[],
selinuxoptions01052.yaml,tiny,Pod,14,481,187,1,49,13,13,True,178888.48,193.16,[],[],
pvs2_4.yaml,tiny,PersistentVolumeClaim,11,7,3,1,2,1,1,True,13674.98,35.11,[],[],
hostports01646.yaml,tiny,Pod,16,481,213,1,49,15,15,True,178145.14,211.75,[],[],
seccompprofile_baseline01019.yaml,tiny,Pod,16,481,187,2,49,13,13,True,178437.89,198.84,[],[],
deployment copy_1.yaml,tiny,Service,17,13,4,1,6,2,2,True,27508.0,48.72,[],[],
csi-mock-rbac17_6.yaml,tiny,ClusterRoleBinding,13,12,0,1,4,0,0,True,7011.99,29.45,[],[],
podcontroller-bad81_6.yaml,tiny,Deployment,22,422,178,2,26,8,8,True,97493.45,120.79,[],[],
svc98.yaml,tiny,Service,12,13,2,1,6,1,1,True,28257.71,43.0,[],[],
deployment4247.yaml,tiny,Deployment,24,422,176,3,26,7,7,True,99055.82,118.89,[],[],
deployment3937_8.yaml,tiny,Deployment,34,422,176,48,26,7,7,True,97369.61,123.48,[],[],
statefulset398.yaml,tiny,StatefulSet,58,424,193,576,26,8,8,True,96828.29,121.5,[],[],
virtvnc1_4.yaml,tiny,Deployment,39,422,178,1,26,8,8,True,97144.25,132.55,[],[],
manager_auth_proxy_patch218.yaml,tiny,Deployment,16,422,178,5,26,8,8,True,96993.55,123.4,[],[],
base-service3.yaml,tiny,Service,15,13,2,1,6,1,1,True,27735.5,39.8,[],[],
secret1043.yaml,tiny,Secret,7,14,0,1,4,0,0,True,7020.99,29.26,[],[],
sqlserver4_1.yaml,tiny,Deployment,29,422,178,2,26,8,8,True,97037.95,122.08,[],[],
seccompprofile_restricted0111.yaml,tiny,Pod,26,481,136,1,49,11,11,True,177920.71,174.19,[],[],
sample-vpa-deployment.yaml,tiny,Deployment,22,422,176,4,26,7,7,True,97382.13,115.85,[],[],
seccompprofile_baseline1865.yaml,tiny,Pod,15,481,187,1,49,13,13,True,177437.56,188.48,[],[],
PVC-deployment.yaml,tiny,Deployment,35,422,195,4,26,9,9,True,97002.6,199.21,[],[],
restrictedvolumes12213.yaml,tiny,Pod,18,481,187,1,49,13,13,True,178359.75,185.77,[],[],
deployment3025.yaml,tiny,Deployment,21,422,176,1,26,7,7,True,97797.08,114.91,[],[],
deployment4561.yaml,tiny,Deployment,29,422,178,1,26,8,8,True,97431.88,126.76,[],[],
bad-pod-containers8.yaml,tiny,Pod,23,481,153,4,49,12,12,True,178277.41,186.84,[],[],
selinuxoptions4764.yaml,tiny,Pod,19,481,187,1,49,13,13,True,178175.45,187.46,[],[],
restrictedvolumes928.yaml,tiny,Pod,22,481,187,1,49,13,13,True,178024.84,188.17,[],[],
manifest384_18.yaml,tiny,ServiceAccount,8,7,0,3,3,0,0,True,6995.91,28.32,[],[],
hostnamespaces0528.yaml,tiny,Pod,12,481,191,1,49,14,14,True,177742.74,194.01,[],[],
ss-good13_3.yaml,tiny,StatefulSet,20,424,176,1,26,7,7,True,97521.65,120.19,[],[],
rc1110.yaml,tiny,ReplicationController,20,420,176,1,25,7,7,True,93733.91,114.48,[],[],
deploy-bad9_1.yaml,tiny,Deployment,22,422,178,2,26,8,8,True,97105.49,123.22,[],[],
resource142_5.yaml,tiny,Pod,11,481,187,2,49,13,13,True,177753.31,181.71,[],[],
deploy373_9.yaml,tiny,ClusterRoleBinding,16,12,0,4,4,0,0,True,6976.79,31.47,[],[],
kube-state-metrics-deployment8.yaml,tiny,Deployment,39,422,153,2304,26,7,7,True,97371.23,123.92,[],[],
pvc66.yaml,tiny,PersistentVolumeClaim,11,7,3,1,2,1,1,True,13656.05,40.56,[],[],
selinuxoptions3875.yaml,tiny,Pod,14,481,187,1,49,13,13,True,177590.7,199.19,[],[],
hostports0502.yaml,tiny,Pod,20,481,213,1,49,15,15,True,176822.98,205.11,[],[],
resource611_12.yaml,tiny,Pod,11,481,187,1,49,13,13,True,176766.47,185.87,[],[],
rollingupdate-daemonset16.yaml,tiny,DaemonSet,38,423,176,1,26,7,7,True,96967.61,283.12,[],[],
app-v135.yaml,tiny,Deployment,50,422,176,4,26,7,7,True,96880.44,248.88,[],[],
wordpress-pvc1.yaml,tiny,PersistentVolumeClaim,13,7,3,1,2,1,1,True,13641.64,33.71,[],[],
pauseResume3.yaml,tiny,Deployment,24,422,176,1,26,7,7,True,97135.95,116.68,[],[],
4-service35.yaml,tiny,Service,18,13,2,6,6,1,1,True,27490.21,40.21,[],[],
runasnonroot1143.yaml,tiny,Pod,27,481,111,1,49,10,10,True,177432.76,164.48,[],[],
gotk-components73_16.yaml,tiny,Service,21,13,2,5,6,1,1,True,27488.65,43.57,[],[],
hostports2631.yaml,tiny,Pod,17,481,213,4,49,15,15,True,176430.46,200.86,[],[],
mssql-platform-depl_2.yaml,tiny,Service,17,13,4,1,6,2,2,True,27604.32,52.32,[],[],
homepage-deployment.yaml,tiny,Deployment,50,422,187,18,26,9,9,True,96272.84,125.57,[],[],
podcontroller-bad122.yaml,tiny,Deployment,24,422,178,1,26,8,8,True,96719.63,122.32,[],[],
cluster-autoscaler9_4.yaml,tiny,RoleBinding,17,12,0,2,4,0,0,True,6970.77,30.21,[],[],
productcatalogue-service44.yaml,tiny,Service,18,13,4,1,6,2,2,True,27457.48,44.92,[],[],
calibre4.yaml,tiny,Service,17,13,4,1,6,2,2,True,27186.09,51.49,[],[],
frontend-deployment148.yaml,tiny,Deployment,53,422,176,2,26,7,7,True,96827.0,115.68,[],[],
capabilities_baseline380.yaml,tiny,Pod,15,481,204,1,49,14,14,True,176672.81,196.7,[],[],
kubia-gpu.yaml,tiny,Pod,10,481,190,1,49,14,14,True,176614.7,196.48,[],[],
basic-auth-testuser-secret-1001_82.yaml,tiny,Secret,10,14,0,2,4,0,0,True,6983.0,30.44,[],[],
cm-role2_2.yaml,tiny,RoleBinding,14,12,0,1,4,0,0,True,7369.85,30.4,[],[],
pv353.yaml,tiny,PersistentVolume,15,0,0,1,0,0,0,True,0.0,109.26,[],[],
httpbin-route.yaml,tiny,Deployment,44,422,178,1,26,8,8,True,96850.65,124.55,[],[],
app-ingress3.yaml,tiny,Ingress,29,4,0,6,2,0,0,True,7058.56,48.44,[],[],
functions1_1.yaml,tiny,Deployment,41,422,178,21,26,8,8,True,97180.36,121.39,[],[],
pod-hue-learner.yaml,tiny,Pod,17,481,187,16,49,13,13,True,177812.74,192.61,[],[],
capabilities_baseline01708.yaml,tiny,Pod,17,481,230,1,49,15,15,True,177123.06,198.87,[],[],
taint_tolerations.yaml,tiny,Pod,18,481,187,2,49,13,13,True,177414.25,187.68,[],[],
apparmorprofile0386.yaml,tiny,Pod,14,481,187,1,49,13,13,True,177784.66,179.88,[],[],
capabilities_baseline0683.yaml,tiny,Pod,19,481,204,169,49,14,14,True,177405.7,278.37,[],[],
resource305_10.yaml,tiny,Pod,11,481,187,2,49,13,13,True,177365.21,189.73,[],[],
procmount01774.yaml,tiny,Pod,19,481,217,1,49,15,15,True,177404.46,198.4,[],[],
resource433.yaml,tiny,Service,14,13,4,1,6,2,2,True,27291.96,53.26,[],[],
2-service4.yaml,tiny,Service,14,13,4,1,6,2,2,True,27570.5,49.53,[],[],
tekton1_70.yaml,tiny,Deployment,57,422,77,10000,26,4,4,True,97930.46,96.66,[],[],
service5581.yaml,tiny,Service,19,13,4,1,6,2,2,True,27337.48,48.83,[],[],
runasnonroot1135.yaml,tiny,Pod,21,481,162,1,49,12,12,True,178385.79,180.1,[],[],
deploy373_7.yaml,tiny,RoleBinding,17,12,0,5,4,0,0,True,6997.28,28.54,[],[],
pod-good276_4.yaml,tiny,Pod,8,481,187,1,49,13,13,True,177366.25,184.36,[],[],
01-wpo-rbac_2.yaml,tiny,ClusterRoleBinding,16,12,0,1,4,0,0,True,7289.26,30.04,[],[],
storageclass54.yaml,tiny,StorageClass,7,3,3,1,1,1,1,True,9883.38,27.53,[],[],
pvc519.yaml,tiny,PersistentVolumeClaim,11,7,3,1,2,1,1,True,13590.56,34.03,[],[],
secrets214.yaml,tiny,Secret,7,14,0,2,4,0,0,True,7006.36,29.29,[],[],
podcontroller-good117_2.yaml,tiny,CronJob,21,420,176,10,25,7,7,True,93673.07,112.45,[],[],
restrictedvolumes18259.yaml,tiny,Pod,21,481,187,1,49,13,13,True,177333.53,185.84,[],[],
hostnamespaces2786.yaml,tiny,Pod,14,481,191,1,49,14,14,True,177505.52,191.68,[],[],
mariadbnfs1_2.yaml,tiny,PersistentVolume,17,0,0,1,0,0,0,True,0.01,25.69,[],[],
rc240.yaml,tiny,ReplicationController,20,420,176,1,25,7,7,True,93814.05,114.27,[],[],
mongo-replicated3.yaml,tiny,Service,16,13,2,1,6,1,1,True,27568.56,42.73,[],[],
runasnonroot3137.yaml,tiny,Pod,15,481,187,1,49,13,13,True,177486.48,186.57,[],[],
service3236.yaml,tiny,Service,15,13,4,1,6,2,2,True,27512.56,50.42,[],[],
db-service38.yaml,tiny,Service,20,13,4,1,6,2,2,True,27230.78,49.37,[],[],
resource463_28.yaml,tiny,Deployment,24,422,178,2,26,8,8,True,97041.65,117.1,[],[],
pod-bad44_7.yaml,tiny,Pod,11,481,187,1,49,13,13,True,177563.68,185.88,[],[],
recommendationservice28.yaml,tiny,Deployment,56,422,102,12,26,5,5,True,97832.21,99.83,[],[],
app-wl033.yaml,tiny,Pod,15,481,187,2,49,13,13,True,177397.85,187.07,[],[],
rbac598_4.yaml,tiny,ClusterRoleBinding,17,12,0,2,4,0,0,True,6949.49,30.16,[],[],
deployment681.yaml,tiny,Deployment,14,422,178,2,26,8,8,True,97087.36,119.85,[],[],
pod-files-dynamic.yaml,tiny,Pod,21,481,187,2,49,13,13,True,177343.25,195.44,[],[],
secret-db-password1.yaml,tiny,Secret,10,14,0,2,4,0,0,True,7258.7,30.29,[],[],
auth-ingress1.yaml,tiny,Ingress,16,4,2,6,2,1,1,True,13324.02,38.9,[],[],
ingress-controller6_9.yaml,tiny,ClusterRoleBinding,15,12,0,5,4,0,0,True,7251.4,29.94,[],[],
3.1-backend-deployment.yaml,tiny,Deployment,30,422,178,4,26,8,8,True,96822.1,121.0,[],[],
bee-deployment.yaml,tiny,Deployment,62,422,77,176,26,4,4,True,98345.72,107.82,[],[],
unas6.yaml,tiny,PersistentVolume,25,0,0,2,0,0,0,True,0.0,26.33,[],[],
05-WebServer-App-SVC.yaml,tiny,Service,12,13,4,1,6,2,2,True,27294.57,42.71,[],[],
capabilities_restricted392.yaml,tiny,Pod,30,481,153,169,49,12,12,True,177515.19,195.51,[],[],
01-nginx-deployment1.yaml,tiny,Deployment,27,422,178,4,26,8,8,True,97116.92,125.06,[],[],
capabilities_baseline0462.yaml,tiny,Pod,15,481,230,1,49,15,15,True,176810.83,199.89,[],[],
windowshostprocess0821.yaml,tiny,Pod,15,481,200,1,49,15,15,True,177212.2,200.77,[],[],
seccompprofile_restricted0237.yaml,tiny,Pod,26,481,136,1,49,11,11,True,177792.48,180.76,[],[],
patch-med3.yaml,tiny,Pod,11,481,190,2,49,14,14,True,177173.08,206.45,[],[],
capabilities_baseline3311.yaml,tiny,Pod,20,481,204,1,49,14,14,True,177420.84,198.46,[],[],
sysctls0739.yaml,tiny,Pod,17,481,187,1,49,13,13,True,178085.67,183.56,[],[],
nginx-ingress33_14.yaml,tiny,Deployment,102,422,119,10000,26,6,6,True,97838.44,111.84,[],[],
selinuxoptions1343.yaml,tiny,Pod,24,481,187,1,49,13,13,True,177971.28,182.79,[],[],
gotk-components9_34.yaml,tiny,Deployment,77,422,77,1600,26,4,4,True,98614.06,89.33,[],[],
resource732_4.yaml,tiny,Pod,8,481,187,2,49,13,13,True,178327.98,182.55,[],[],
08-deploy-two_1.yaml,tiny,Service,12,13,2,1,6,1,1,True,27942.52,41.02,[],[],
database-persistent-volume-claim.yaml,tiny,PersistentVolumeClaim,10,7,3,1,2,1,1,True,13444.19,31.49,[],[],
mongo-express93_1.yaml,tiny,Service,17,13,4,1,6,2,2,True,27627.5,46.88,[],[],
patchedResource247.yaml,tiny,Pod,17,481,204,5,49,14,14,True,178251.06,204.0,[],[],
podcontrollers-good53.yaml,tiny,Deployment,26,422,187,2,26,9,9,True,97314.77,165.48,[],[],
deployment-rollinupdate.yaml,tiny,Deployment,36,422,176,4,26,7,7,True,97973.57,119.68,[],[],
statefulset-todos-db6.yaml,tiny,StatefulSet,38,424,186,3,26,8,8,True,97531.08,132.6,[],[],
rbac-volume-snapshot-controller1_4.yaml,tiny,RoleBinding,17,12,0,1,4,0,0,True,7287.56,28.61,[],[],
secret.sops110.yaml,Secret,STRUCTURAL_UNSAT,,,,,,14,0,0,5,2340.88,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0,{'error': 'STRUCTURAL_UNSAT'},Estructura base del manifest inv�lida seg�n modelo UVL
pod-good166_3.yaml,tiny,Pod,19,481,136,1,49,11,11,True,179181.46,168.72,[],[],
apparmorprofile01474.yaml,tiny,Pod,14,481,187,1,49,13,13,True,178783.06,190.59,[],[],
domain-ingress.yaml,tiny,Ingress,23,4,0,9,2,0,0,True,7033.05,27.92,[],[],
hostports01783.yaml,tiny,Pod,21,481,187,1,49,13,13,True,179044.27,182.28,[],[],
restrictedvolumes0770.yaml,tiny,Pod,30,481,153,1,49,12,12,True,179191.35,173.58,[],[],
Service4876.yaml,tiny,Service,15,13,2,1,6,1,1,True,28213.35,44.13,[],[],
ingress-rbac1_1.yaml,tiny,ClusterRoleBinding,13,12,0,1,4,0,0,True,7049.63,29.07,[],[],
deployment5369.yaml,tiny,Deployment,70,422,188,6912,26,9,9,True,97483.4,163.99,[],[],
runasnonroot3367.yaml,tiny,Pod,15,481,187,1,49,13,13,True,179040.55,188.81,[],[],
03-mysql-deployment33.yaml,tiny,Deployment,35,422,178,4,26,8,8,True,97892.52,123.77,[],[],
workload-1-ephemeral1.yaml,tiny,Deployment,30,422,176,32,26,7,7,True,98164.1,120.02,[],[],
nginx-service73.yaml,tiny,Service,16,13,4,1,6,2,2,True,27488.41,49.69,[],[],
bookinfo13_9.yaml,tiny,Deployment,35,422,178,32,26,8,8,True,97753.87,126.33,[],[],
result-app-service18.yaml,tiny,Service,18,13,4,4,6,2,2,True,27859.59,47.5,[],[],
selinuxoptions0162.yaml,tiny,Pod,14,481,187,1,49,13,13,True,179049.76,204.57,[],[],
podcontroller-patched25_1.yaml,tiny,CronJob,23,420,176,1,25,7,7,True,94404.39,111.66,[],[],
procmount0338.yaml,tiny,Pod,15,481,217,1,49,15,15,True,178656.19,210.81,[],[],
visit-cnt-stfs1_1.yaml,tiny,StatefulSet,36,424,176,1,26,7,7,True,98071.87,116.03,[],[],
podcontroller-bad98_3.yaml,tiny,Deployment,24,422,178,2,26,8,8,True,98007.03,122.14,[],[],
resource295_23.yaml,tiny,Deployment,19,422,178,3,26,8,8,True,98007.33,123.65,[],[],
Spring2_1.yaml,tiny,Deployment,51,422,176,4,26,7,7,True,98223.7,178.6,[],[],
kibana-ingress3.yaml,tiny,Ingress,21,4,2,1,2,1,1,True,13748.65,36.52,[],[],
restrictedvolumes2190.yaml,tiny,Pod,17,481,187,1,49,13,13,True,179111.26,186.57,[],[],
hostnamespaces0394.yaml,tiny,Pod,12,481,191,1,49,14,14,True,179089.4,194.74,[],[],
podcontroller-bad228_14.yaml,tiny,Deployment,34,422,119,1,26,6,6,True,98768.42,108.12,[],[],
apparmorprofile1392.yaml,tiny,Pod,14,481,187,1,49,13,13,True,179511.47,183.29,[],[],
hostpathvolumes0384.yaml,tiny,Pod,28,481,136,2,49,11,11,True,179765.68,172.93,[],[],
deployment-Affinity.yaml,tiny,Deployment,32,422,176,1,26,7,7,True,98264.96,289.91,[],[],
podcontrollers-bad26_2.yaml,tiny,StatefulSet,36,424,176,2,26,7,7,True,98523.72,113.02,[],[],
privileged0988.yaml,tiny,Pod,15,481,213,1,49,15,15,True,178748.96,212.25,[],[],
18-queue-master-svc2.yaml,tiny,Service,19,13,2,1,6,1,1,True,27877.22,40.03,[],[],
startupapicheck-serviceaccount5.yaml,tiny,ServiceAccount,12,7,2,21,3,1,1,True,17240.79,33.21,[],[],
persistent-volume-claims2_1.yaml,tiny,PersistentVolumeClaim,11,7,3,1,2,1,1,True,13806.98,43.25,[],[],
