Filename,Category,Kind,N_Features,N_Features_in_Policies_Complete,N_Features_in_Policies_Failed,N_Configurations,Z3_Policies_Evaluated,Z3_Alerts,AST_Alerts,Is_Match,T_Z3_ms,T_AST_ms,False_Positives_AST,False_Negatives_AST,Error_Mapping
role_binding29.yaml,tiny,ClusterRoleBinding,16,12,0,6,4,0,0,True,6976.05,29.83,[],[],
podcontroller-bad223_9.yaml,tiny,CronJob,21,420,176,1,25,7,7,True,93406.23,110.13,[],[],
pods-good42.yaml,tiny,Pod,8,481,187,1,49,13,13,True,176249.93,179.78,[],[],
podcontrollers-good36_2.yaml,tiny,Deployment,27,422,178,2,26,8,8,True,96310.78,159.82,[],[],
all_in_one_deploy_2.yaml,tiny,ServiceAccount,5,7,0,1,3,0,0,True,6976.13,27.26,[],[],
resource299_15.yaml,tiny,Pod,11,481,187,2,49,13,13,True,176734.95,186.19,[],[],
procmount01392.yaml,tiny,Pod,14,481,217,1,49,15,15,True,176316.07,199.28,[],[],
restrictedvolumes2169.yaml,tiny,Pod,21,481,187,1,49,13,13,True,176383.89,177.16,[],[],
resource-mutated34_1.yaml,tiny,Pod,12,481,187,4,49,13,13,True,176343.48,191.3,[],[],
bingmap-secrets1.yaml,tiny,Secret,8,14,0,2,4,0,0,True,6942.62,28.06,[],[],
networking-tests8_1.yaml,tiny,Service,12,13,2,1,6,1,1,True,27763.79,40.18,[],[],
kubernetes-dashboard12_4.yaml,tiny,Secret,11,14,0,1,4,0,0,True,6972.22,31.08,[],[],
blue-svc-cip.yaml,tiny,Service,18,13,2,1,6,1,1,True,27669.73,38.73,[],[],
01-storage-class4.yaml,tiny,StorageClass,6,3,3,1,1,1,1,True,9775.68,27.34,[],[],
mongo-k8s_2.yaml,tiny,Deployment,28,422,178,1,26,8,8,True,96155.81,122.13,[],[],
resource730_53.yaml,tiny,CronJob,21,420,176,1,25,7,7,True,93050.47,108.43,[],[],
busybox22.yaml,tiny,Pod,17,481,187,4,49,13,13,True,176669.29,197.02,[],[],
csi-hostpath-plugin9_4.yaml,tiny,ClusterRoleBinding,16,12,0,4,4,0,0,True,7202.7,29.27,[],[],
calico30_20.yaml,tiny,ServiceAccount,5,7,0,1,3,0,0,True,6938.25,28.89,[],[],
psp181_3.yaml,tiny,RoleBinding,13,12,0,3,4,0,0,True,6978.32,30.19,[],[],
demo-app-deploy7.yaml,tiny,Deployment,68,422,176,12,26,7,7,True,96768.38,132.11,[],[],
podcontroller-bad212_4.yaml,tiny,CronJob,22,420,185,1,25,8,8,True,93078.19,231.45,[],[],
selinuxoptions11495.yaml,tiny,Pod,21,481,187,1,49,13,13,True,176511.36,191.38,[],[],
base530.yaml,tiny,Pod,11,481,187,1,49,13,13,True,176369.86,178.94,[],[],
capabilities_baseline01588.yaml,tiny,Pod,28,481,179,1,49,13,13,True,176631.42,182.28,[],[],
statefulset929.yaml,tiny,StatefulSet,59,424,176,10000,26,7,7,True,96991.58,578.36,[],[],
manifest364_2.yaml,tiny,Service,17,13,2,1,6,1,1,True,27508.57,41.86,[],[],
selinuxoptions074.yaml,tiny,Pod,19,481,187,1,49,13,13,True,176426.68,179.78,[],[],
resource786_8.yaml,tiny,Pod,15,481,204,2,49,14,14,True,176471.77,194.8,[],[],
app-service52.yaml,tiny,Service,16,13,4,1,6,2,2,True,27126.58,45.76,[],[],
deploy145_1.yaml,tiny,Secret,7,14,0,2,4,0,0,True,6933.92,29.71,[],[],
giropops-senhas-deployment1.yaml,tiny,Deployment,34,422,178,4,26,8,8,True,96530.13,123.41,[],[],
kubernetes-dashboard-admin.rbac_1.yaml,tiny,Secret,9,14,0,1,4,0,0,True,7313.01,82.83,[],[],
ad-service_1.yaml,tiny,Service,12,13,2,1,6,1,1,True,27533.81,38.25,[],[],
mongo-replicated3_1.yaml,tiny,StatefulSet,38,424,176,9,26,7,7,True,96950.55,399.57,[],[],
certificate87.yaml,tiny,Secret,8,14,0,1,4,0,0,True,7229.67,29.95,[],[],
task-setup3_19.yaml,tiny,ServiceAccount,5,7,0,1,3,0,0,True,6973.26,26.63,[],[],
seccompprofile_baseline1861.yaml,tiny,Pod,14,481,187,1,49,13,13,True,176598.33,189.22,[],[],
svc-good-update2.yaml,tiny,Service,20,13,2,1,6,1,1,True,27551.88,42.84,[],[],
podcontroller-good165_7.yaml,tiny,Deployment,25,422,178,1,26,8,8,True,96864.8,219.23,[],[],
secret506.yaml,tiny,Secret,8,14,0,1,4,0,0,True,6999.49,29.46,[],[],
deployment7050.yaml,tiny,Deployment,39,422,178,4,26,8,8,True,96396.63,123.46,[],[],
selinuxoptions1516.yaml,tiny,Pod,19,481,187,1,49,13,13,True,176764.19,185.68,[],[],
calrissian-install_9.yaml,tiny,Job,27,420,175,3,25,6,6,True,93742.94,325.04,[],[],
capabilities_restricted0178.yaml,tiny,Pod,23,481,187,1,49,13,13,True,176863.02,180.56,[],[],
pod-externalimage7.yaml,tiny,Pod,33,481,185,1,49,12,12,True,177047.25,219.9,[],[],
ingress629.yaml,tiny,Ingress,25,4,0,7,2,0,0,True,7214.32,41.47,[],[],
coderuser_1.yaml,tiny,Deployment,26,422,176,1,26,7,7,True,96856.32,113.72,[],[],
build8_24.yaml,tiny,ClusterRoleBinding,16,12,0,3,4,0,0,True,6945.64,28.32,[],[],
podcontroller-bad85.yaml,tiny,Deployment,25,422,178,1,26,8,8,True,96690.14,122.05,[],[],
mysql-with-config.yaml,tiny,Service,11,13,2,1,6,1,1,True,27530.87,53.24,[],[],
app-v11_1.yaml,tiny,Deployment,44,422,178,16,26,8,8,True,97039.42,118.75,[],[],
rbac-with-kube-system3_1.yaml,tiny,RoleBinding,17,12,0,1,4,0,0,True,6962.26,29.84,[],[],
deployment6254_1.yaml,tiny,Service,20,13,4,1,6,2,2,True,27191.48,46.02,[],[],
dspliegue_nginx.yaml,tiny,Deployment,26,422,178,1,26,8,8,True,96643.03,183.17,[],[],
seccompprofile_restricted1115.yaml,tiny,Pod,27,481,136,1,49,11,11,True,177401.89,211.73,[],[],
resource180.yaml,tiny,Pod,16,481,187,2,49,13,13,True,176997.07,190.47,[],[],
common6_39.yaml,tiny,RoleBinding,14,12,0,1,4,0,0,True,6955.15,30.11,[],[],
test-daemonset-updated.yaml,tiny,DaemonSet,41,423,195,16,26,9,9,True,96874.19,366.52,[],[],
nvidia-smi1.yaml,tiny,Job,24,420,176,1,25,7,7,True,93667.57,276.92,[],[],
selinuxoptions4306.yaml,tiny,Pod,19,481,187,1,49,13,13,True,176867.69,186.45,[],[],
runasnonroot0662.yaml,tiny,Pod,11,481,187,1,49,13,13,True,176943.19,186.18,[],[],
restrictedvolumes4354.yaml,tiny,Pod,32,481,136,1,49,11,11,True,177458.1,171.93,[],[],
service-account-adservice5.yaml,tiny,ServiceAccount,4,7,0,1,3,0,0,True,7231.68,28.51,[],[],
pvc-config1.yaml,tiny,PersistentVolumeClaim,11,7,3,1,2,1,1,True,13356.22,32.21,[],[],
deployment_happy.yaml,tiny,Deployment,21,422,178,1,26,8,8,True,96691.1,124.0,[],[],
lb4_9.yaml,tiny,ClusterRoleBinding,16,12,0,1,4,0,0,True,7233.94,31.41,[],[],
storage-class29.yaml,tiny,StorageClass,7,3,3,1,1,1,1,True,9823.59,27.47,[],[],
active_mq_srv1.yaml,tiny,Service,14,13,4,1,6,2,2,True,27426.53,44.05,[],[],
pod86_1.yaml,tiny,Pod,11,481,187,2,49,13,13,True,177014.89,178.66,[],[],
02_k8s_dashboard_2.yaml,tiny,Service,16,13,2,1,6,1,1,True,27537.29,43.25,[],[],
operator33_12.yaml,tiny,Deployment,47,422,127,196,26,6,6,True,97334.03,120.21,[],[],
jenkins_deployment2_2.yaml,tiny,Service,15,13,4,1,6,2,2,True,27438.83,47.89,[],[],
svc157.yaml,tiny,Deployment,22,422,176,1,26,7,7,True,97078.18,113.86,[],[],
secret.sops118.yaml,Secret,STRUCTURAL_UNSAT,,,,,,15,0,0,5,2354.57,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0,{'error': 'STRUCTURAL_UNSAT'},Estructura base del manifest inv�lida seg�n modelo UVL
ibga-claim2-persistentvolumeclaim.yaml,tiny,PersistentVolumeClaim,15,7,3,1,2,1,1,True,13621.46,69.57,[],[],
ingress-good21.yaml,Ingress,STRUCTURAL_UNSAT,,,,,,16,0,0,1,2501.49,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0,{'error': 'STRUCTURAL_UNSAT'},Estructura base del manifest inv�lida seg�n modelo UVL
podcontroller-good39_7.yaml,tiny,Deployment,22,422,178,2,26,8,8,True,96578.55,116.15,[],[],
easegress-ingress-controller_templates_ClusterRoleBinding_4.yaml,tiny,ClusterRoleBinding,13,12,0,1,4,0,0,True,6994.73,30.07,[],[],
weaviate1.yaml,tiny,Deployment,36,422,178,2,26,8,8,True,96581.91,128.87,[],[],
mariadb-deployment8.yaml,tiny,Deployment,28,422,178,3,26,8,8,True,96720.03,116.86,[],[],
resource615_51.yaml,tiny,Pod,8,481,187,2,49,13,13,True,176814.05,189.34,[],[],
csi-controller-rbac13_6.yaml,tiny,ClusterRoleBinding,12,12,0,1,4,0,0,True,7217.12,30.0,[],[],
procmount0851.yaml,tiny,Pod,19,481,217,1,49,15,15,True,176609.41,207.47,[],[],
job-azurekeyvault1.yaml,tiny,Job,64,420,176,12,25,7,7,True,94255.15,653.18,[],[],
kube-state-metrics16.yaml,tiny,Service,18,13,2,6,6,1,1,True,27499.88,42.66,[],[],
multi_container_init_container.yaml,tiny,Pod,26,481,187,3,49,13,13,True,177112.27,273.31,[],[],
restrictedvolumes5356.yaml,tiny,Pod,31,481,136,1,49,11,11,True,177581.29,218.42,[],[],
deployment7004_1.yaml,tiny,Service,16,13,4,1,6,2,2,True,27418.04,48.49,[],[],
podcontroller-good139_12.yaml,tiny,CronJob,21,420,175,1,25,6,6,True,93487.97,107.56,[],[],
restrictedvolumes4110.yaml,tiny,Pod,23,481,187,1,49,13,13,True,177074.76,192.5,[],[],
helloworld-v1.yaml,tiny,Deployment,22,422,178,1,26,8,8,True,97436.17,123.28,[],[],
hostpathvolumes030.yaml,tiny,Pod,15,481,187,2,49,13,13,True,175966.94,180.0,[],[],
pod-with-node-name6.yaml,tiny,Pod,13,481,190,1,49,14,14,True,177705.99,260.1,[],[],
iscsi-dependency.yaml,tiny,DaemonSet,29,423,217,2,26,10,10,True,100008.66,323.87,[],[],
hostnamespaces2384.yaml,tiny,Pod,27,481,140,1,49,12,12,True,176315.8,181.63,[],[],
StatefulSet.individual-pvcs-civo_1.yaml,tiny,Service,9,13,2,1,6,1,1,True,27827.83,43.33,[],[],
pod-with-preferred-pod-affinity5.yaml,tiny,Pod,30,481,187,8,49,13,13,True,176219.19,387.9,[],[],
api-deploy2.yaml,tiny,Deployment,26,422,178,2,26,8,8,True,96095.08,117.77,[],[],
deployment-frontend1.yaml,tiny,Deployment,32,422,178,16,26,8,8,True,96513.77,122.27,[],[],
maria-pv1.yaml,tiny,PersistentVolume,19,0,0,1,0,0,0,True,0.0,50.3,[],[],
capabilities_restricted29.yaml,tiny,Pod,26,481,162,1369,49,12,12,True,176023.0,183.84,[],[],
deployment114.yaml,tiny,Deployment,79,422,178,1536,26,8,8,True,96348.56,299.28,[],[],
hostpathvolumes0544.yaml,tiny,Pod,22,481,187,2,49,13,13,True,176096.65,177.98,[],[],
nginx-service-clusterip3.yaml,tiny,Service,17,13,2,1,6,1,1,True,27712.98,42.29,[],[],
geo-deploy.yaml,tiny,Deployment,32,422,178,8,26,8,8,True,96226.56,119.08,[],[],
posts-depl20.yaml,tiny,Deployment,19,422,178,1,26,8,8,True,96277.1,122.9,[],[],
basic-auth3.yaml,tiny,Ingress,20,4,2,4,2,1,1,True,13264.14,35.4,[],[],
privileged0710.yaml,tiny,Pod,13,481,213,1,49,15,15,True,175491.37,196.03,[],[],
manifest-frontend_1.yaml,tiny,Deployment,57,422,176,16,26,7,7,True,96514.91,162.77,[],[],
longhorn-v1.5.1_34.yaml,tiny,Service,13,13,2,6,6,1,1,True,27856.51,42.38,[],[],
service4287.yaml,tiny,Service,19,13,4,2,6,2,2,True,27162.62,83.29,[],[],
sysctls0223.yaml,tiny,Pod,17,481,187,1,49,13,13,True,176172.12,185.04,[],[],
deployment5284.yaml,tiny,Deployment,26,422,178,4,26,8,8,True,96110.83,117.3,[],[],
primeiro-secrets.yaml,tiny,Secret,7,14,0,2,4,0,0,True,6931.35,29.75,[],[],
wikijs_2.yaml,tiny,Ingress,25,4,0,2,2,0,0,True,6918.98,26.15,[],[],
storage-mgmt-serv-nodeport1.yaml,tiny,Service,17,13,4,1,6,2,2,True,27227.21,47.44,[],[],
mysql-statefulsets.yaml,tiny,PersistentVolume,11,0,0,1,0,0,0,True,0.0,28.76,[],[],
hostports0611.yaml,tiny,Pod,21,481,187,1,49,13,13,True,176071.09,177.07,[],[],
procmount01118.yaml,tiny,Pod,19,481,217,1,49,15,15,True,175407.98,196.79,[],[],
storage86.yaml,tiny,PersistentVolumeClaim,11,7,3,1,2,1,1,True,13477.52,34.85,[],[],
config-best-practices_2.yaml,tiny,Deployment,38,422,178,80,26,8,8,True,96484.92,220.7,[],[],
nginx-deployment43.yaml,tiny,Deployment,21,422,176,1,26,7,7,True,96505.57,119.68,[],[],
selinuxoptions01712.yaml,tiny,Pod,14,481,187,1,49,13,13,True,175874.78,183.46,[],[],
sysctls01002.yaml,tiny,Pod,15,481,187,1,49,13,13,True,175950.49,184.61,[],[],
secret1182_1.yaml,tiny,Secret,6,14,0,1,4,0,0,True,6943.74,30.05,[],[],
podcontroller-bad177_3.yaml,tiny,CronJob,23,420,176,4,25,7,7,True,93027.25,198.02,[],[],
resource37_1.yaml,tiny,Pod,8,481,187,1,49,13,13,True,175806.28,196.62,[],[],
running-pods.yaml,tiny,Pod,6,481,18,1,49,6,6,True,177604.81,161.76,[],[],
fluentd-elasticsearch.yaml,tiny,DaemonSet,39,423,185,8,26,8,8,True,96301.69,118.22,[],[],
privileged0663.yaml,tiny,Pod,19,481,187,1,49,13,13,True,176227.86,186.54,[],[],
seccompprofile_baseline265.yaml,tiny,Pod,14,481,187,1,49,13,13,True,175938.76,191.61,[],[],
seccompprofile_baseline01363.yaml,tiny,Pod,14,481,187,1,49,13,13,True,176060.92,191.2,[],[],
podcontroller-resources15_1.yaml,tiny,CronJob,17,420,176,2,25,7,7,True,93071.43,157.8,[],[],
pod-good47.yaml,tiny,Pod,12,481,187,3,49,13,13,True,175756.39,181.46,[],[],
typha-horizontal-autoscaler-clusterrolebinding11.yaml,tiny,ClusterRoleBinding,16,12,0,1,4,0,0,True,6929.6,29.05,[],[],
pvc165.yaml,tiny,PersistentVolumeClaim,12,7,3,1,2,1,1,True,13528.79,55.6,[],[],
mongo-stack-PVC_1.yaml,tiny,Service,13,13,2,1,6,1,1,True,27600.44,42.3,[],[],
service3723.yaml,tiny,Service,16,13,2,1,6,1,1,True,27368.3,54.09,[],[],
02-Nginx-App2-Deployment-and-NodePortService12.yaml,tiny,Deployment,33,422,178,1,26,8,8,True,96195.77,118.94,[],[],
09.all-configMap1_1.yaml,tiny,Pod,13,481,187,1,49,13,13,True,175992.15,188.27,[],[],
pod-good123.yaml,tiny,Pod,9,481,187,1,49,13,13,True,175762.44,183.73,[],[],
runasnonroot1319.yaml,tiny,Pod,15,481,162,1,49,12,12,True,176263.01,236.21,[],[],
apparmorprofile0711.yaml,tiny,Pod,14,481,187,1,49,13,13,True,176269.29,182.28,[],[],
stateful-set-central_1.yaml,tiny,StatefulSet,39,424,176,2,26,7,7,True,96359.41,187.98,[],[],
restrictedvolumes1830.yaml,tiny,Pod,17,481,187,1,49,13,13,True,175826.17,182.72,[],[],
capabilities_baseline01370.yaml,tiny,Pod,17,481,230,1,49,15,15,True,175429.23,205.01,[],[],
ingress1400.yaml,tiny,Ingress,18,4,2,1,2,1,1,True,13499.78,35.89,[],[],
rolling6.yaml,tiny,Deployment,31,422,186,1,26,8,8,True,96268.75,124.79,[],[],
capabilities_baseline0509.yaml,tiny,Pod,21,481,204,169,49,14,14,True,175867.67,192.74,[],[],
resource644_5.yaml,tiny,Deployment,24,422,178,2,26,8,8,True,96058.86,117.05,[],[],
deployment2669.yaml,tiny,Deployment,56,422,61,18,26,4,4,True,97320.06,97.31,[],[],
argocd-sa.yaml,tiny,ServiceAccount,7,7,0,1,3,0,0,True,7007.44,73.19,[],[],
pods-good5.yaml,tiny,Pod,13,481,187,3,49,13,13,True,175879.02,259.85,[],[],
podcontroller-bad117_2.yaml,tiny,CronJob,21,420,176,2,25,7,7,True,92975.7,121.8,[],[],
podcontroller-good179_3.yaml,tiny,CronJob,19,420,176,2,25,7,7,True,93145.83,131.32,[],[],
restrictedvolumes7270.yaml,tiny,Pod,30,481,136,1,49,11,11,True,176375.3,198.9,[],[],
hostpathvolumes152.yaml,tiny,Pod,30,481,146,2,49,13,13,True,175785.7,191.95,[],[],
leader_election_role_binding174.yaml,tiny,RoleBinding,16,12,0,6,4,0,0,True,7188.28,34.1,[],[],
pvc76.yaml,tiny,PersistentVolumeClaim,11,7,3,1,2,1,1,True,13472.95,35.96,[],[],
hostnamespaces174.yaml,tiny,Pod,12,481,191,1,49,14,14,True,175656.79,188.53,[],[],
vsphere-volume-sc-vsancapabilities-with-datastore.yaml,tiny,StorageClass,7,3,3,4,1,1,1,True,9775.09,33.79,[],[],
postgres-service61.yaml,tiny,Service,11,13,2,1,6,1,1,True,27611.06,42.36,[],[],
mongo-cron.yaml,tiny,CronJob,24,420,176,3,25,7,7,True,93003.04,152.93,[],[],
unas13.yaml,tiny,PersistentVolume,25,0,0,2,0,0,0,True,0.0,159.11,[],[],
sc-nfs3.yaml,tiny,StorageClass,11,3,0,4,1,0,0,True,6979.2,87.13,[],[],
restrictedvolumes523.yaml,tiny,Pod,18,481,187,1,49,13,13,True,176174.77,191.28,[],[],
selinuxoptions3204.yaml,tiny,Pod,19,481,187,1,49,13,13,True,175967.56,193.58,[],[],
seccompprofile_baseline291.yaml,tiny,Pod,20,481,187,1,49,13,13,True,176144.87,180.95,[],[],
03-Nginx-App3-Deployment-and-NodePortService26_1.yaml,tiny,Service,18,13,4,1,6,2,2,True,27376.09,46.13,[],[],
cronjob122.yaml,tiny,CronJob,37,420,176,2,25,7,7,True,93140.32,298.76,[],[],
easyhr-deployment_1.yaml,tiny,Deployment,26,422,176,4,26,7,7,True,96609.1,108.85,[],[],
pvc1086.yaml,PersistentVolumeClaim,STRUCTURAL_UNSAT,,,,,,12,0,0,1,2339.49,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0,{'error': 'STRUCTURAL_UNSAT'},Estructura base del manifest inv�lida seg�n modelo UVL
rbac.authorization.k8s.io.v1.ClusterRoleBinding23.yaml,ClusterRoleBinding,STRUCTURAL_UNSAT,,,,,,44,0,0,1,3995.51,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0,{'error': 'STRUCTURAL_UNSAT'},Estructura base del manifest inv�lida seg�n modelo UVL
pod1060.yaml,tiny,Pod,22,481,187,8,49,13,13,True,176240.98,221.56,[],[],
deployment2775_27.yaml,tiny,Deployment,42,422,145,3,26,7,7,True,96502.73,111.71,[],[],
resource147_31.yaml,tiny,Deployment,21,422,178,2,26,8,8,True,96258.48,123.56,[],[],
autoscaler30_5.yaml,tiny,ClusterRoleBinding,16,12,0,2,4,0,0,True,6925.48,28.4,[],[],
deploy341.yaml,tiny,Deployment,24,422,176,1,26,7,7,True,96313.26,111.61,[],[],
leader_election_role_binding80.yaml,tiny,RoleBinding,16,12,0,6,4,0,0,True,7180.5,28.48,[],[],
trivy-operator2_23.yaml,tiny,RoleBinding,17,12,0,4,4,0,0,True,6916.16,29.78,[],[],
podcontrollers-bad41_2.yaml,tiny,StatefulSet,36,424,176,2,26,7,7,True,96807.73,313.97,[],[],
dockerconfig.yaml,tiny,Secret,8,14,0,1,4,0,0,True,7183.21,29.82,[],[],
selinuxoptions11526.yaml,tiny,Pod,16,481,187,1,49,13,13,True,176255.86,192.75,[],[],
airflow-scheduler2.yaml,Deployment,STRUCTURAL_UNSAT,,,,,,46,0,0,408,2666.9,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0,{'error': 'STRUCTURAL_UNSAT'},Estructura base del manifest inv�lida seg�n modelo UVL
02_03_lab2frontend_edited.yaml,tiny,Deployment,27,422,178,1,26,8,8,True,96297.47,120.83,[],[],
kubernetes-dashboard15_16.yaml,tiny,Deployment,59,422,101,32,26,4,4,True,97016.43,122.16,[],[],
selinuxoptions3263.yaml,tiny,Pod,28,481,136,1,49,11,11,True,176426.76,179.16,[],[],
payments-mongo-depl14_1.yaml,tiny,Service,15,13,2,1,6,1,1,True,27371.92,43.6,[],[],
hostports0792.yaml,tiny,Pod,14,481,213,1,49,15,15,True,175776.47,196.6,[],[],
pod-bad277_5.yaml,tiny,Pod,8,481,187,3,49,13,13,True,176059.35,180.33,[],[],
install13_6.yaml,tiny,ServiceAccount,7,7,0,3,3,0,0,True,6945.28,27.15,[],[],
serviceaccount748.yaml,tiny,ServiceAccount,5,7,0,1,3,0,0,True,6943.63,26.8,[],[],
restrictedvolumes7166.yaml,tiny,Pod,17,481,187,1,49,13,13,True,176104.69,181.47,[],[],
kubernetes-manifests12_10.yaml,tiny,Service,15,13,2,1,6,1,1,True,27628.93,42.43,[],[],
service892.yaml,tiny,Service,16,13,2,1,6,1,1,True,27543.56,38.98,[],[],
restrictedvolumes1083.yaml,tiny,Pod,17,481,187,1,49,13,13,True,176430.17,236.47,[],[],
selinuxoptions11793.yaml,tiny,Pod,27,481,187,1,49,13,13,True,175976.73,185.67,[],[],
heapster-service11.yaml,tiny,Service,16,13,2,3,6,1,1,True,27416.93,43.99,[],[],
sysctls0684.yaml,tiny,Pod,15,481,187,1,49,13,13,True,176062.89,183.85,[],[],
manifest340_1.yaml,tiny,Service,14,13,2,1,6,1,1,True,27710.9,42.92,[],[],
service2442.yaml,tiny,Service,16,13,2,1,6,1,1,True,27321.17,40.5,[],[],
good3.yaml,tiny,Pod,8,481,187,1,49,13,13,True,180276.01,183.35,[],[],
ingress-frontend-srv.yaml,tiny,Ingress,19,4,2,2,2,1,1,True,13558.58,43.0,[],[],
requests-limits1.yaml,tiny,Pod,13,481,187,4,49,13,13,True,176040.24,182.42,[],[],
spring-boot-admin1_2.yaml,tiny,Service,16,13,2,1,6,1,1,True,27675.39,42.09,[],[],
app188.yaml,tiny,DaemonSet,41,423,185,8,26,8,8,True,96352.31,131.1,[],[],
service2508.yaml,tiny,Service,15,13,2,1,6,1,1,True,27387.39,42.96,[],[],
hostnamespaces089.yaml,tiny,Pod,18,481,191,1,49,14,14,True,176124.93,186.72,[],[],
seccompprofile_baseline1218.yaml,tiny,Pod,16,481,187,1,49,13,13,True,176013.92,181.56,[],[],
podcontroller-bad283_12.yaml,tiny,CronJob,18,420,176,2,25,7,7,True,92923.8,113.14,[],[],
redis145_1.yaml,tiny,StatefulSet,37,424,176,4,26,7,7,True,96622.64,214.11,[],[],
procmount181.yaml,tiny,Pod,13,481,217,1,49,15,15,True,175421.89,197.79,[],[],
pod-bad294_1.yaml,tiny,Pod,12,481,204,2,49,14,14,True,175730.28,188.73,[],[],
seccompprofile_baseline0606.yaml,tiny,Pod,16,481,187,1,49,13,13,True,176517.41,180.67,[],[],
restrictedvolumes11603.yaml,tiny,Pod,30,481,153,1,49,12,12,True,176209.72,215.03,[],[],
7-cronjob-startingDeadlineSeconds.yaml,tiny,CronJob,21,420,176,3,25,7,7,True,93004.85,161.11,[],[],
restrictedvolumes13158.yaml,tiny,Pod,30,481,136,1,49,11,11,True,176678.38,208.84,[],[],
basic-auth-testuser-secret-1001_18.yaml,tiny,Secret,10,14,0,2,4,0,0,True,6940.57,30.1,[],[],
argocd13_48.yaml,tiny,Deployment,74,422,102,90,26,5,5,True,97647.46,464.82,[],[],
q50-1.yaml,tiny,Pod,26,481,187,9,49,13,13,True,176299.01,222.01,[],[],
alb-ingress5.yaml,tiny,Ingress,19,4,4,4,2,2,2,True,13212.78,76.39,[],[],
ratings-web-service1.yaml,tiny,Service,16,13,2,1,6,1,1,True,27683.4,39.54,[],[],
deploy326_16.yaml,tiny,Job,38,420,176,288,25,7,7,True,92978.11,155.23,[],[],
podcontroller-bad100_2.yaml,tiny,Deployment,21,422,203,1,26,9,9,True,96182.51,144.97,[],[],
pods-good23_2.yaml,tiny,Pod,11,481,187,2,49,13,13,True,176139.42,186.93,[],[],
resource142_15.yaml,tiny,Pod,16,481,187,1,49,13,13,True,176536.71,183.4,[],[],
deploy193_1.yaml,tiny,StatefulSet,34,424,176,8,26,7,7,True,96430.14,197.85,[],[],
restrictedvolumes11667.yaml,tiny,Pod,30,481,153,1,49,12,12,True,176250.65,178.19,[],[],
deployment-pingpong5.yaml,tiny,Deployment,23,422,178,5,26,8,8,True,96110.26,123.28,[],[],
ingress982.yaml,tiny,Ingress,17,4,2,1,2,1,1,True,13555.96,36.54,[],[],
cert-manager9_40.yaml,tiny,Service,21,13,2,15,6,1,1,True,27400.75,40.36,[],[],
restrictedvolumes1264.yaml,tiny,Pod,22,481,187,1,49,13,13,True,176097.34,180.0,[],[],
sample-app6_2.yaml,tiny,Service,15,13,2,2,6,1,1,True,27630.95,40.54,[],[],
hostports01465.yaml,tiny,Pod,15,481,187,1,49,13,13,True,176198.37,186.4,[],[],
csi-hostpath-plugin22_3.yaml,tiny,ClusterRoleBinding,16,12,0,4,4,0,0,True,6902.35,28.74,[],[],
chainsaw-step-02-apply-29.yaml,tiny,Secret,7,14,0,1,4,0,0,True,7181.9,29.08,[],[],
rc-no-annotation14.yaml,tiny,ReplicationController,20,420,176,1,25,7,7,True,92796.87,108.15,[],[],
deploy-rfc2136_3.yaml,tiny,Deployment,38,422,178,136,26,8,8,True,96542.5,188.14,[],[],
clusterconfiguration.yaml,tiny,ClusterConfiguration,0,0,0,0,0,0,0,,0.0,0.0,,,CRITICAL: 'NoneType' object is not iterable
03-UserMgmtWebApp-Deployment6.yaml,tiny,Deployment,34,422,178,15,26,8,8,True,96279.01,127.61,[],[],
job-1.yaml,tiny,Job,15,420,176,4,25,7,7,True,93066.88,123.34,[],[],
deployment1742.yaml,tiny,Deployment,42,422,178,288,26,8,8,True,96301.88,120.82,[],[],
role_binding216.yaml,tiny,ClusterRoleBinding,16,12,0,6,4,0,0,True,6911.98,28.48,[],[],
mc-service2.yaml,tiny,Service,14,13,2,1,6,1,1,True,27616.99,43.1,[],[],
restrictedvolumes8444.yaml,tiny,Pod,30,481,136,1,49,11,11,True,176648.96,199.93,[],[],
coit-frontend-deployment4.yaml,tiny,Deployment,35,422,176,2,26,7,7,True,96710.41,128.78,[],[],
experimental-install2_11.yaml,tiny,Deployment,46,422,153,20,26,7,7,True,96592.92,109.56,[],[],
service3254.yaml,tiny,Service,18,13,2,2,6,1,1,True,27674.29,78.39,[],[],
service864.yaml,tiny,Service,18,13,4,1,6,2,2,True,27235.94,46.55,[],[],
Processor_1.yaml,tiny,PersistentVolume,15,0,0,1,0,0,0,True,0.0,26.91,[],[],
metrics-server-eks6_4.yaml,tiny,ClusterRoleBinding,16,12,0,1,4,0,0,True,6936.8,29.28,[],[],
podcontroller-good108_14.yaml,tiny,CronJob,17,420,176,2,25,7,7,True,92951.99,109.59,[],[],
order-svc.yaml,tiny,Service,23,13,2,1,6,1,1,True,27601.29,40.91,[],[],
secret481.yaml,tiny,Secret,9,14,0,1,4,0,0,True,6961.64,30.71,[],[],
restrictedvolumes17269.yaml,tiny,Pod,32,481,136,1,49,11,11,True,176748.53,243.89,[],[],
result-app-service50.yaml,tiny,Service,18,13,4,4,6,2,2,True,27422.65,45.86,[],[],
